Location,Strain,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
Arizona,EAB504,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB506,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB506,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB507,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB507,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB508,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB508,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB509,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB509,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB510,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB510,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB511,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB511,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB512,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB512,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB514,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB514,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB516,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB516,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB517,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB517,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB518,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB518,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB519,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB519,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB520,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB520,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB521,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB521,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB522,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB522,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB523,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB523,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB524,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB524,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB525,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB525,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB526,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB526,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB527,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB527,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB528,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB528,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB529,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB529,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB530,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB530,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB531,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB531,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB532,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB532,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB533,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB533,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB534,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB534,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB537,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB537,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB538,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB538,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB539,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB539,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB540,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB540,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB542,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB542,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB543,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB543,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB544,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB544,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB545,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB545,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB547,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB547,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB548,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB548,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB549,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB549,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB550,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB550,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB551,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB551,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB552,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB552,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB553,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB553,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB557,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB557,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB559,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB559,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB560,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB560,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB561,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB561,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB562,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB562,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB563,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB563,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB564,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB564,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB565,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB565,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB566,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB566,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,EAB567,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
Arizona,EAB567,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0002,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0002,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0003,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0003,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0004,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0004,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0005,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0005,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0006,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0006,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0007,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0007,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0008,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0008,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0009,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0009,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0010,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0010,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0011,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0011,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0012,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0012,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0013,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0013,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0014,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0014,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0015,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0015,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0016,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0016,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0018,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0018,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0019,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0019,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0021,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0021,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0023,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0023,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0024,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0024,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0025,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0025,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0026,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0026,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0027,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0027,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0029,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0029,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0030,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0030,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0031,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0031,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0033,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0033,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0034,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0034,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0035,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0035,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0036,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0036,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0037,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0037,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Arizona,MTL0038,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
Arizona,MTL0038,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
Southern_Africa,Saf-156-29,,-30.164738,17.76721,17.82916641,5,26,14.41666667
Southern_Africa,Saf-156-38,,-30.164738,17.76721,17.82916641,5,26,14.41666667
Southern_Africa,Saf-156-80,,-30.164738,17.76721,17.82916641,5,26,14.41666667
Southern_Africa,Saf-157-15,,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-157-33,,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-157-60,,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-157-66,,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-157-80,,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-157-88,,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-157-96,,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-158-15,NA,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-158-27,NA,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-158-33,NA,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-158-66,NA,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-158-68,NA,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-158-8,NA,-30.152181,17.730144,18.47916603,3,22,11.41666667
Southern_Africa,Saf-218-28,,-30.132603,17.672074,18.52083397,3,22,11.25
Southern_Africa,Saf-218-32,,-30.132603,17.672074,18.52083397,3,22,11.25
Chile,SO_03008,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03009,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03010,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03011,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03012,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03013,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03014,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03015,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03017,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_03019,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04055,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04056,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04057,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04058,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04059,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04060,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04061,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04062,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04063,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04064,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04065,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04066,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04067,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04068,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Chile,SO_04069,Fog desert,-26.0186,-70.6101,15.78,0,13,1.583333333
Arizona,LG0533,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0534,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0535A,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0535B,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0536,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0537,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0538,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0539,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0540,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0541,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0542,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0543,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0546,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0547,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0548,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0549,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0550A,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0550B,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0551,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0552,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0553,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0554,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0555,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0556,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0557,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0558,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0559,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0560,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0561,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0562A,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0562B,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0563,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0565,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0566,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0567,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0568,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0569,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0570,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0576,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0577,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0578,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0579,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0580,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0581,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0582,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0584,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0585,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0588,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0590,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0592,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0593,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0594,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0595,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0596,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0598,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0600,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0601,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0602,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0607,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0608,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0616,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0620,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0625,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0775B,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0803,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0876,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0896,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0900,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0907,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0908,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0946,Sonoran Desert,33.55,-112.02,22.1,2,31,19
Arizona,LG0618,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0747,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0748,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0749,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0751,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0753,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0755,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0756,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0758,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0760,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0801,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0805,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0947,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0948,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0964,Sonoran Desert,33.58,-112.58,20.8,3,43,23
Arizona,LG0989,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG0992,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG0999,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1000,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1001,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1003,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1004,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1005,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1006,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1007,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1008,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1009,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1010,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1011,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1012,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1013,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1014,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1015,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1016,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1017,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1020,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1021,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1022,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1023,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1024,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1025,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1026,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1027,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1028,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1030,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1031,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1032,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1033,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1034,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1036,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1037,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1038,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1039,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1040,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1041,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1042,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1043,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1044,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1045,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1047,Sonoran Desert,32.63,-111.42,21.1,4,45,22
Arizona,LG1072,Sonoran Desert,32.63,-111.42,21.1,4,45,22
