Location,Strain,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
Arizona,LG0978,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0978,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0979,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0979,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0980,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0980,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0981,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0981,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0983,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0983,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0984,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0984,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0985,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0985,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0986,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0986,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0993,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0993,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0994,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0994,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0995,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0995,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0997,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0997,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG0998,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG0998,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,LG1404,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,LG1404,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC001,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC001,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC007,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC007,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC009,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC009,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC019,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC019,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC020,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC020,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC021,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC021,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC022,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC022,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC023,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC023,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC024,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC024,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC025,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC025,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC026,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC026,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC027,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC027,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC028,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC028,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC029,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC029,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC030,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC030,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC032,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC032,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC033,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC033,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC035,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC035,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC036,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC036,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC037,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC037,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC038,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC038,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC039,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC039,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC042,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC042,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC043,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC043,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC044,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC044,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC045,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC045,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC046,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC046,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC047,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC047,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC048,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC048,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC049,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC049,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC050,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC050,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC051,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC051,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC052,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC052,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC053,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC053,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC054,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC054,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC055,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC055,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC056,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC056,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC057,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC057,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC058,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC058,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC059,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC059,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC060,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC060,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC061,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC061,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC062,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC062,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC063,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC063,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC064,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC064,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC065,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC065,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC066,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC066,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC067,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC067,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC068,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC068,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC069,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC069,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC070,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC070,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC071,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC071,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC073,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC073,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC074,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC074,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC075,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC075,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC076,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC076,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC077,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC077,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC078,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC078,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC079,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC079,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC080,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC080,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC081,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC081,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC083,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC083,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC084,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC084,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC085,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC085,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC086,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC086,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC087,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC087,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC088,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC088,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC089,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC089,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC111,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC111,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC144,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC144,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,PC145,Sonoran Desert,32.22,-111.06,20.4,5,60,27
Arizona,PC145,Sonoran Desert,32.23,-111.12,20.2,5,62,28
Arizona,SNP001,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP002,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP003,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP004,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP005,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP006,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP007,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP008,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP009,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP010,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP011,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP012,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP013,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP014,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP015,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP016,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP017,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP018,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP019,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP020,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP021,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP022,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP023,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP024,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP025,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP026,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP027,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP028,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP029,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP030,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP031,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP032,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP034,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP035,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP036,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP037,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP038,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP039,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP040,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP041,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP042,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP043,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP044,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP045,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP046,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP047,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP048,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP049,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP050,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP051,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP052,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP053,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP054,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP055,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP056,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP057,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP058,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP059,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP060,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP061,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP062,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP063,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP064,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP065,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP066,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP067,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP068,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP069,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP070,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP071,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP072,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP073,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP074,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP075,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP076,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP077,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP078,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP079,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP080,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP081,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP082,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP083,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP084,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP085,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP086,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP087,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP088,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP089,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP090,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP091,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP092,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP093,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP094,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP095,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP096,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP097,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP098,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP099,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP100,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP101,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP102,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP103,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP104,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP105,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP106,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP107,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP108,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP109,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP110,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP111,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP112,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP113,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP114,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP115,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP116,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP117,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP118,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP119,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP120,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP121,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP122,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP123,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP124,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP125,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP126,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP127,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP128,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP129,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP130,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP131,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP132,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP133,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP134,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP135,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP136,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP137,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP138,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP139,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP140,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP143,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP144,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP145,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP146,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP147,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP148,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP149,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP150,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP151,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP152,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP153,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP154,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP155,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP156,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP159,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP160,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP161,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP162,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP163,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP164,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP165,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP166,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP167,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP168,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP169,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP171,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP172,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP174,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP175,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP176,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP177,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP178,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP180,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP182,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP183,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP184,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP185,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP186,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP187,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP188,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP190,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP191,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP192,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP193,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP194,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP195,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP197,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP198,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP199,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP201,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP202,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP203,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP204,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP205,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP206,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP207,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP208,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP210,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP211,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP212,Sonoran Desert,32.25,-111.2,20.4,5,56,25
Arizona,SNP213,Sonoran Desert,32.25,-111.2,20.4,5,56,25
